        Type         |        Subtype        |   Base   |   Size   |  CRC32   |   Name 
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00007A02 | 5DDDC42A | ------- 99F03B99-98D8-49DD-A8D3-3219D0FFE41E | Mtftp6Dxe
 Section             | PE32 image            |   N/A    | 000079C4 | 27EC9B9A | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 17E316A3 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00002E76 | 8A340341 | ------- 25ACF158-DD61-4E64-9A49-55851E9A26C7 | CsmBlockIo
 Section             | DXE dependency        |   N/A    | 000000EE | 96D65050 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00002D44 | 34A32D89 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | F1CE50D7 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 000044D2 | CE3DE89E | ------- 29CF55F8-B675-4F5D-8F2F-B87A3ECFD063 | CsmVideo
 Section             | DXE dependency        |   N/A    | 000000EE | 96D65050 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 000043A4 | 4BCFB7BB | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 520C45A1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006CF6 | 851AD053 | ------- 961578FE-B6B7-44C3-AF35-6BC705CD2B1F | Fat
 Section             | PE32 image            |   N/A    | 00006CC4 | 7191DFAB | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000000C | 508FAC8E | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 0002579E | 2D361238 | ------- 4953F720-006D-41F5-990D-0AC7742ABB60 | IntelGigabitLan
 Section             | DXE dependency        |   N/A    | 00000016 | 62761C12 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 0002573C | 654609B1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000024 | 5BC5457F | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00007976 | 35C934D8 | ------- 634E8DB5-C432-43BE-A653-9CA2922CC458 | Nvme
 Section             | DXE dependency        |   N/A    | 000000DC | 43AA75E3 | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00007864 | D5382894 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000000E | 975FF07F | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | DXE driver            |   N/A    | 00006BD6 | 966AB616 | ------- 2BA0D612-C3AD-4249-915D-AA0E8709485F | SdioDriver
 Section             | DXE dependency        |   N/A    | 000000EE | B19DBEFF | -------- DXE dependency section
 Section             | PE32 image            |   N/A    | 00006AA4 | C3A98B21 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | 026D8DC2 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM core              |   N/A    | 0000A042 | BDE437A3 | ------- E94F54CD-81EB-47ED-AEC3-856F5DC157A9 | PiSmmCore
 Section             | PE32 image            |   N/A    | 0000A004 | 379C43B9 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 58898CA9 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 0000589A | 8E92A549 | ------- 0C375A90-4C4C-4428-8EA0-531BE8959BF7 | FlashDriverSmm
 Section             | MM dependency         |   N/A    | 0000004C | CF913E67 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00005804 | 09EFCC06 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000022 | 54270DB7 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 4C4F5494 | -------- Version section
 File                | SMM module            |   N/A    | 0000FAD6 | 5B3A3783 | ------- 447A1B58-8F3E-4658-ABAA-9E7B2280B90A | NvramSmm
 Section             | MM dependency         |   N/A    | 00000094 | 83D901FB | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 0000FA04 | EB313D93 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 4BD0B0B5 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 4C4F5494 | -------- Version section
 File                | SMM module            |   N/A    | 0000146A | B7E696BD | ------- A47EE2D8-F60E-42FD-8E58-7BD65EE4C29B | CpuIo2Smm
 Section             | MM dependency         |   N/A    | 00000028 | 7CBC25D6 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00001404 | 3A0BFFE0 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000018 | 41C66543 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 00001E6E | 250A720B | ------- 33FB3535-F15E-4C17-B303-5EB94595ECB6 | SmmLockBox
 Section             | MM dependency         |   N/A    | 00000028 | 7CBC25D6 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00001E04 | 408F8DE0 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001A | 113BD4A1 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 00001AAA | 6B2E9827 | ------- D933DEDE-0260-4E76-A7D9-2F9F2440E5A5 | NbSmi
 Section             | MM dependency         |   N/A    | 00000070 | 78BCCDA9 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00001A04 | A26E3042 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000010 | 86198089 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 00001682 | 8D393E73 | ------- E566B097-4378-485F-91D0-1C097C190CE2 | PowerButton
 Section             | MM dependency         |   N/A    | 0000003A | CEE0B2F6 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00001604 | 5655039E | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001C | CD26EB1B | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 00002AEA | 373C0597 | ------- C99E42D0-4964-4B09-B924-4A59E13E4F04 | SbRunSmm
 Section             | MM dependency         |   N/A    | 000000A6 | 79B6EBF8 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00002A04 | B192A65D | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | 8D834407 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 00001AA2 | 2EE2E2DD | ------- 6298FE18-D5EF-42B7-BB0C-2953283F5704 | SleepSmi
 Section             | MM dependency         |   N/A    | 0000005E | 3F3EB6D5 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00001A04 | 5EA2BFA1 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000016 | D9079728 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 00001892 | 4B94A8E9 | ------- 87EA012D-CBAD-44C1-8431-61193A060941 | PeriodicSmiControl
 Section             | MM dependency         |   N/A    | 0000003A | EC08B2CE | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00001804 | F8F30B01 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000002A | A201B146 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 0000309A | D3FE013E | ------- 750890A6-7ACF-4F4F-81BD-B400C2BEA95A | AcpiModeEnable
 Section             | MM dependency         |   N/A    | 0000004C | 22B74454 | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00003004 | 9264F87F | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000022 | 90E70751 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 000022BA | 289CC2BA | ------- 8F0B5301-C79B-44F1-8FD3-26D73E316700 | PowerMgmtSmm
 Section             | MM dependency         |   N/A    | 00000070 | B71DC6DA | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 00002204 | 9A921935 | -------- PE32 image section
 Section             | UI                    |   N/A    | 0000001E | A2CBBA77 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 0000A2CE | C5D03DC5 | ------- 2D1E361C-7B3F-4D15-8B1F-66E551FABDC7 | SaLateInitSmm
 Section             | MM dependency         |   N/A    | 00000082 | 12B3749C | -------- MM dependency section
 Section             | PE32 image            |   N/A    | 0000A204 | 12A0ABC3 | -------- PE32 image section
 Section             | UI                    |   N/A    | 00000020 | 5B505CF2 | -------- UI section
 Section             | Version               |   N/A    | 0000000E | 80E5540A | -------- Version section
 File                | SMM module            |   N/A    | 00004F36 | F051A691 | ------- D7B10D4E-67E6-4C74-83E9-F9AF0ACC33CC | PchInitSmm
 Section             | MM dependency         |   N/A    | 000000EE | F473F1FC | -------- MM dependency section
